ko_id,initial_num_seqs,num_groups,num_ungrouped,final_num_seqs,description,ec_numbers
K15785,291,30.0,38.0,67,Aminotransferase [EC:2.6.1.-],['2.6.1.-']
K02827,256,28.0,28.0,55,Quinol oxidase subunit 1 [EC:1.10.3.-],['1.10.3.-']
K01654,287,29.0,29.0,57,N-acetylneuraminate synthase,[]
K10249,422,43.0,38.0,80,Elongation of very long chain fatty acids protein 4 [EC:2.3.1.199],['2.3.1.199']
K01885,5544,417.0,720.0,1136,Glutamate--tRNA ligase [EC:6.1.1.17],['6.1.1.17']
K02826,250,23.0,4.0,26,Quinol oxidase polypeptide II,[]
K15783,413,37.0,46.0,82,Ectoine hydrolase DoeA,[]
K01638,2722,214.0,355.0,568,malate synthase [EC:2.3.3.9],['2.3.3.9']
K10203,390,38.0,51.0,88,Elongation of very long chain fatty acids protein [EC:2.3.1.199],['2.3.1.199']
K03221,167,18.0,10.0,27,Cell invasion protein-cytoplasmic,[]
K12784,5,,,5,Translocated intimin receptor Tir,[]
K12787,3,,,3,T3SS effector protein Map,[]
K14153,300,28.0,19.0,46,Thiamine-phosphate synthase [EC:2.5.1.3],['2.5.1.3']
K12785,9,1.0,9.0,9,Uncharacterized protein,[]
K12786,4,,,4,LEE-encoded effector EspF,[]
K12788,3,,,3,EspH,[]
K16041,4,,,4,T3SS secreted effector NleA/EspI homolog,[]
K10258,446,40.0,26.0,65,Very-long-chain enoyl-CoA reductase-like,[]
K16042,6,1.0,6.0,6,T3SS secreted effector NleH,[]
K03148,662,61.0,58.0,118,Thiazole biosynthesis adenylyltransferase ThiF,[]
K01935,3008,246.0,467.0,712,ATP-dependent dethiobiotin synthetase BioD [EC:6.3.3.3],['6.3.3.3']
K02276,3557,258.0,454.0,711,Cytochrome c oxidase subunit III,[]
K21219,294,31.0,17.0,47,Pyridoxamine kinase/Phosphomethylpyrimidine kinase domain-containing protein,[]
K03474,2470,212.0,292.0,503,Pyridoxine 5'-phosphate synthase [EC:2.6.99.2],['2.6.99.2']
K01754,6179,471.0,975.0,1445,Threonine dehydratase [EC:4.3.1.19],['4.3.1.19']
K19068,335,31.0,38.0,68,NAD-dependent epimerase/dehydratase,[]
K21479,92,3.0,0.0,3,Cobalt-precorrin-3B C(17)-methyltransferase,[]
K24258,350,31.0,35.0,65,UDP-N-acetylglucosamine2-epimerase,[]
K00031,5109,385.0,650.0,1034,Isocitrate dehydrogenase [NADP] [EC:1.1.1.42],['1.1.1.42']
K00008,2149,157.0,243.0,399,Sorbitol dehydrogenase-like,[]
K00425,4355,336.0,573.0,908,Cytochrome D ubiquinol oxidase subunit I,[]
K12087,13,1.0,13.0,13,Cag pathogenicity island protein Epsilon,[]
K15842,35,4.0,3.0,6,Cytochrome C oxidase subunit II,[]
K01710,4820,375.0,754.0,1128,"dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]",['4.2.1.46']
K12086,35,3.0,0.0,3,Cag pathogenicity island protein Cag Zeta,[]
K12088,34,2.0,0.0,2,"Cag pathogenicity island protein (Cag delta, cag3)",[]
K12089,35,3.0,0.0,3,Sodium:calcium antiporter,[]
K14267,1609,138.0,189.0,326,Putative 8-amino-7-oxononanoate synthase,[]
K02190,448,39.0,44.0,82,Sirohydrochlorin cobaltochelatase,[]
K12090,33,2.0,0.0,2,"Cag island protein, DNA transfer protein",[]
K12091,32,2.0,0.0,2,Cag pathogenicity island protein (Cag6),[]
K12092,31,2.0,0.0,2,Cag pathogenicity island protein,[]
K12093,34,3.0,0.0,3,Cag pathogenicity island protein X VirB9-like protein,[]
K12094,35,2.0,0.0,2,Cag pathogenicity island protein,[]
K12095,26,2.0,0.0,2,Cag pathogenicity island protein,[]
K03897,785,63.0,84.0,146,L-lysine 6-monooxygenase,[]
K03219,323,32.0,31.0,62,Type 3 secretion system secretin,[]
K12096,31,4.0,0.0,4,Cag island protein,[]
K12100,10,1.0,10.0,10,Cag island protein,[]
K12099,21,2.0,0.0,2,"Cag pathogenicity island protein (CagQ, cag14)",[]
K12098,36,5.0,5.0,9,CAG pathogenicity island protein 13,[]
K12097,28,3.0,0.0,3,Putative CAG pathogenicity island protein 12,[]
K12101,29,3.0,0.0,3,Cag pathogenicity island protein M,[]
K12102,36,2.0,0.0,2,Cag pathogenicity island protein CagN,[]
K12103,33,2.0,0.0,2,Cag pathogenicity island protein L,[]
K12104,35,4.0,1.0,4,Cag pathogenicity island protein I,[]
K12105,35,3.0,0.0,3,Cag pathogenicity island protein H,[]
K12106,20,2.0,0.0,2,Cag pathogenicity island protein,[]
K12108,35,4.0,0.0,4,Cag pathogenicity island protein E,[]
K03153,2064,169.0,283.0,451,Amino acid oxidase flavoprotein [EC:1.4.3.19],['1.4.3.19']
K12107,36,3.0,0.0,3,Sodium:calcium antiporter,[]
K11024,5,,,5,Pertussis toxin subunit 2,[]
K03222,395,39.0,43.0,81,Type III secretion lipoprotein SctJ,[]
K11025,5,,,5,Pertussis toxin subunit 3,[]
K11026,6,1.0,6.0,6,Pertussis toxin subunit 4,[]
K03227,327,34.0,27.0,60,Type III secretion system export apparatus subunit SctS,[]
K11027,4,,,4,Pertussis toxin subunit 5,[]
K22944,4,,,4,Bifunctional hemolysin/adenylate cyclase [EC:4.6.1.1],['4.6.1.1']
K12109,42,4.0,0.0,4,Cag pathogenicity island protein D,[]
K11023,27,2.0,0.0,2,Pertussis toxin subunit 1,[]
K12110,36,2.0,0.0,2,Cag pathogenicity island protein C,[]
K13541,428,41.0,43.0,83,Precorrin-3B C(17)-methyltransferase [EC:2.1.1.131],['2.1.1.131']
K10929,4,,,4,Heat-labile enterotoxin B chain,[]
K10928,3,,,3,Heat-labile enterotoxin A chain,[]
K16884,1,,,1,Heat-stable enterotoxin II,[]
K03228,389,36.0,21.0,56,EscT/YscT/HrcT family type III secretion system export apparatus protein,[]
K00949,1753,133.0,228.0,360,thiamine diphosphokinase [EC:2.7.6.2],['2.7.6.2']
K03226,379,36.0,37.0,72,EscR/YscR/HrcR family type III secretion system export apparatus protein,[]
K03229,400,38.0,23.0,60,"Type III secretion protein, hrpY/hrcU family",[]
K10251,753,66.0,130.0,195,Hydroxysteroid 17-beta dehydrogenase 12,[]
K08940,15,1.0,15.0,15,Photosystem I reaction center subunit IX,[]
K08941,14,1.0,14.0,14,4Fe-4S ferredoxin iron-sulfur binding domain protein,[]
K08942,14,1.0,14.0,14,Cytochrome C,[]
K08943,14,2.0,0.0,2,Reaction center protein,[]
K02546,6,1.0,6.0,6,Methicillin resistance regulatory protein MecI,[]
K02547,9,1.0,9.0,9,,[]
K01647,6335,470.0,725.0,1194,Citrate synthase,[]
K00626,13084,971.0,2024.0,2994,Acetyl-CoA acetyltransferase [EC:2.3.1.9],['2.3.1.9']
K03224,416,40.0,27.0,66,"Type III secretion system ATPase, FliI/YscN [EC:3.6.3.15]",['3.6.3.15']
K02545,10,2.0,0.0,2,Penicillin binding protein 2 prime,[]
K18766,21,2.0,0.0,2,Beta-lactamase homolog BlaZm,[]
K03225,453,40.0,37.0,76,Protein HrcQ,[]
K18295,64,7.0,1.0,7,Resistance-nodulation-cell division (RND) multidrug efflux membrane fusion protein MexC,[]
K08929,122,8.0,2.0,9,Reaction center protein M chain,[]
K08928,122,11.0,14.0,24,Reaction center protein L chain,[]
K00973,4876,370.0,725.0,1094,Glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24],['2.7.7.24']
K00024,3393,245.0,454.0,698,Malate dehydrogenase,[]
K03230,500,51.0,42.0,92,Type III secretion protein SctV,[]
K08721,47,2.0,0.0,2,Outer membrane protein OprJ,[]
K00652,3578,284.0,493.0,776,8-amino-7-oxononanoate synthase,[]
K00878,1595,127.0,201.0,327,Hydroxyethylthiazole kinase [EC:2.7.1.50],['2.7.1.50']
K18296,62,8.0,8.0,15,Efflux pump membrane transporter,[]
K07389,174,18.0,9.0,26,RTX toxin-activating lysine-acyltransferase [EC:2.3.1.-],['2.3.1.-']
K06126,338,31.0,21.0,51,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial [EC:1.14.13.-]",['1.14.13.-']
K00591,345,29.0,44.0,72,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial [EC:2.1.1.64]",['2.1.1.64']
K10703,880,75.0,108.0,182,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134],['4.2.1.134']
K18294,222,21.0,24.0,44,TetR/AcrR family transcriptional regulator,[]
K06125,397,34.0,35.0,68,"4-hydroxybenzoate polyprenyltransferase, mitochondrial [EC:2.5.1.39]",['2.5.1.39']
K03150,1099,89.0,121.0,209,Biotin and thiamin synthesis associated,[]
K06127,409,40.0,60.0,99,Ubiquinone/menaquinone biosynthesis methyltransferase ubiE,[]
K00103,345,33.0,28.0,60,L-gulonolactone oxidase [EC:1.1.3.8],['1.1.3.8']
K13712,104,2.0,0.0,2,Phosphatidylinositol 4-phosphate 5-kinase-like protein 1,[]
K01679,4052,318.0,558.0,875,Fumarate hydratase class II [EC:4.2.1.2],['4.2.1.2']
K24042,399,38.0,37.0,74,"Methionine synthase I (Cobalamin-dependent), methyltransferase domain [EC:2.1.1.13]",['2.1.1.13']
K02203,284,23.0,33.0,55,Phosphoserine phosphatase,[]
K00651,1311,105.0,97.0,201,Homoserine O-succinyltransferase [EC:2.3.1.46],['2.3.1.46']
K00888,371,32.0,52.0,83,"Phosphatidylinositol 4-kinase, putative [EC:2.7.1.67]",['2.7.1.67']
K02274,4099,322.0,597.0,918,Cytochrome c oxidase subunit 1 [EC:7.1.1.9],['7.1.1.9']
K13711,372,36.0,54.0,89,Phosphatidylinositol 4-kinase [EC:2.7.1.67],['2.7.1.67']
K01116,181,17.0,15.0,31,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma [EC:3.1.4.11]",['3.1.4.11']
K00140,3610,283.0,421.0,703,Methylmalonate-semialdehyde dehydrogenase,[]
K02275,4147,296.0,502.0,797,"Cytochrome c oxidase, subunit II [EC:1.9.3.1]",['1.9.3.1']
K19801,480,39.0,37.0,75,PI3K/PI4K catalytic domain-containing protein,[]
K18297,211,21.0,21.0,41,LysR family transcriptional regulator,[]
K18129,47,6.0,3.0,8,"Transcriptional regulator, TetR family",[]
K18094,56,5.0,0.0,5,"Efflux transporter, RND family, MFP subunit",[]
K18298,275,26.0,22.0,47,RND transporter MFP subunit,[]
K05859,106,4.0,0.0,4,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma [EC:3.1.4.11]",['3.1.4.11']
K18095,59,5.0,2.0,6,"Transporter, hydrophobe/amphiphile efflux-1 (HAE1) family",[]
K00854,3389,262.0,388.0,649,Xylulose kinase [EC:2.7.1.17],['2.7.1.17']
K00688,4291,315.0,565.0,879,"Alpha-1,4 glucan phosphorylase [EC:2.4.1.1]",['2.4.1.1']
K05860,111,11.0,4.0,14,Phosphoinositide phospholipase C [EC:3.1.4.11],['3.1.4.11']
K05861,68,7.0,0.0,7,Phosphoinositide phospholipase C [EC:3.1.4.11],['3.1.4.11']
K18299,286,30.0,18.0,47,Efflux pump membrane transporter,[]
K18147,7,1.0,7.0,7,AdeC/AdeK/OprM family multidrug efflux complex outer membrane factor,[]
K13540,295,28.0,19.0,46,Precorrin-3B C17-methyltransferase,[]
K01106,149,16.0,16.0,31,inositol-polyphosphate 5-phosphatase [EC:3.1.3.56],['3.1.3.56']
K01107,174,19.0,9.0,27,Inositol polyphosphate-1-phosphatase,[]
K02204,1122,90.0,89.0,178,Homoserine kinase [EC:2.7.1.39],['2.7.1.39']
K11258,368,37.0,17.0,53,Acetolactate synthase II small subunit,[]
K15894,1122,91.0,153.0,243,"UDP-N-acetylglucosamine 4,6-dehydratase (Inverting)",[]
K03399,465,43.0,27.0,69,"Precorrin-6y C5,15-methyltransferase subunit CbiE",[]
K02191,502,42.0,65.0,106,Cobalt-precorrin-6Y C(15)-methyltransferase [EC:1.-.-.-],['1.-.-.-']
K15397,1239,109.0,174.0,282,3-ketoacyl-CoA synthase [EC:2.3.1.-],['2.3.1.-']
K03795,1127,97.0,137.0,233,Sirohydrochlorin ferrochelatase,[]
K03196,643,53.0,26.0,78,Bacterial type II secretion system protein E domain-containing protein,[]
K00674,3170,225.0,317.0,541,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]",['2.3.1.117']
K05934,1019,79.0,56.0,134,Precorrin-3B C(17)-methyltransferase,[]
K18145,118,6.0,8.0,13,Efflux transporter periplasmic adaptor subunit,[]
K18143,176,20.0,5.0,24,histidine kinase [EC:2.7.13.3],['2.7.13.3']
K04120,78,3.0,1.0,3,(+)-delta-cadinene synthase [EC:4.2.3.13],['4.2.3.13']
K04121,54,5.0,4.0,8,Ent-kaurene synthase,[]
K01012,3736,300.0,516.0,815,Biotin synthase [EC:2.8.1.6],['2.8.1.6']
K04122,72,2.0,0.0,2,"Ent-kaurene oxidase, chloroplastic",[]
K18300,388,33.0,24.0,56,Probable outer membrane efflux protein,[]
K02229,734,59.0,80.0,138,Precorrin-3B synthase,[]
K18146,144,15.0,14.0,28,Efflux pump membrane transporter,[]
K18354,1,,,1,Peptidoglycan bridge formation glycyltransferase FemA/FemB family protein,[]
K18144,182,17.0,8.0,24,DNA-binding response regulator,[]
K03635,3399,251.0,463.0,713,Molybdopterin synthase catalytic subunit [EC:2.8.1.12],['2.8.1.12']
K20657,9,1.0,9.0,9,Ent-kaurene synthase,[]
K21292,24,2.0,0.0,2,"Cytochrome P450 monooxygenase, putative",[]
K12917,1,,,1,Cytochrome P450 monooxygenase,[]
K12918,1,,,1,Cytochrome P450 monooxygenase,[]
K12919,1,,,1,Cytochrome P450 monooxygenase,[]
K02228,645,61.0,84.0,144,Precorrin 6A synthase,[]
K04123,125,2.0,0.0,2,Uncharacterized protein,[]
K05858,494,40.0,45.0,84,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase [EC:3.1.4.11]",['3.1.4.11']
K00931,3975,277.0,484.0,760,Glutamate 5-kinase [EC:2.7.2.11],['2.7.2.11']
K03637,3593,281.0,501.0,781,cyclic pyranopterin monophosphate synthase [EC:4.6.1.17],['4.6.1.17']
K02298,1144,104.0,93.0,196,Cytochrome bo(3) ubiquinol oxidase subunit 1 [EC:1.10.3.10],['1.10.3.10']
K08681,1764,141.0,243.0,383,Pyridoxal 5'-phosphate synthase subunit PdxT [EC:4.3.3.6],['4.3.3.6']
K02297,1172,94.0,148.0,241,Ubiquinol oxidase subunit 2,[]
K18347,48,2.0,0.0,2,Putative lactate dehydrogenase VanHE,[]
K15739,53,7.0,9.0,15,D-alanine--D-alanine ligase [EC:6.3.2.4],['6.3.2.4']
K01760,2280,176.0,221.0,396,Cystathionine beta-lyase,[]
K02299,1164,106.0,126.0,231,Cytochrome bo(3) ubiquinol oxidase subunit 3,[]
K03801,3281,265.0,498.0,762,Octanoyltransferase [EC:2.3.1.181],['2.3.1.181']
K18344,162,16.0,10.0,25,"Two component transcriptional regulator, winged helix family",[]
K04124,223,19.0,9.0,27,Uncharacterized protein GA3ox-1,[]
K18348,28,2.0,0.0,2,Alanine racemase [EC:5.1.1.1],['5.1.1.1']
K18345,236,22.0,16.0,37,histidine kinase [EC:2.7.13.3],['2.7.13.3']
K18856,35,3.0,3.0,5,D-alanine--D-alanine ligase [EC:6.3.2.4],['6.3.2.4']
K18351,170,15.0,19.0,33,histidine kinase [EC:2.7.13.3],['2.7.13.3']
K18352,156,7.0,0.0,7,Transcriptional activator protein CopR,[]
K18866,29,4.0,1.0,4,D-alanyl-D-alanine carboxypeptidase family protein,[]
K06215,1925,149.0,262.0,410,Pyridoxal 5'-phosphate synthase subunit PdxS [EC:4.3.3.6],['4.3.3.6']
K01113,2559,211.0,376.0,586,Putative metallophosphoesterase protein,[]
K02300,1104,105.0,108.0,212,Cytochrome bo(3) ubiquinol oxidase subunit 4,[]
K05282,307,27.0,40.0,66,Gibberellin 20 oxidase 2,[]
K18286,241,25.0,16.0,40,Adenosine deaminase [EC:3.5.4.4],['3.5.4.4']
K01109,202,18.0,14.0,31,"LOW QUALITY PROTEIN: type II inositol 3,4-bisphosphate 4-phosphatase",[]
K11003,737,71.0,90.0,160,Secretion protein HlyD family protein,[]
K18375,9,1.0,9.0,9,Serine kinase,[]
K18377,11,1.0,11.0,11,Putative transglycosylase HpaH,[]
K18378,12,1.0,12.0,12,Hpa1 protein,[]
K18350,127,13.0,13.0,25,histidine kinase [EC:2.7.13.3],['2.7.13.3']
K00911,426,38.0,53.0,90,Kinase [EC:2.7.-.-],['2.7.-.-']
K09883,645,52.0,49.0,100,Cobaltochelatase subunit CobT [EC:6.6.1.2],['6.6.1.2']
K01765,57,6.0,1.0,6,,[]
K00147,4027,294.0,539.0,832,Gamma-glutamyl phosphate reductase [EC:1.2.1.41],['1.2.1.41']
K02188,1240,104.0,158.0,261,Cobalt-precorrin-5B C(1)-methyltransferase [EC:2.1.1.195],['2.1.1.195']
K03394,1538,112.0,151.0,262,Cobalt-precorrin-2 C(20)-methyltransferase [EC:2.1.1.151],['2.1.1.151']
K03151,1849,157.0,256.0,412,Probable tRNA sulfurtransferase [EC:2.8.1.4],['2.8.1.4']
K11004,771,69.0,88.0,156,Cyclolysin secretion/processing ATP-binding protein cyaB,[]
K18376,42,4.0,0.0,4,Type III effector HrpK,[]
K14155,2333,209.0,282.0,490,Aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,[]
K14759,46,4.0,6.0,9,"Protein PHYLLO, chloroplastic",[]
K18380,10,1.0,10.0,10,HpaB protein,[]
K01583,172,6.0,0.0,6,Arginine decarboxylase [EC:4.1.1.19],['4.1.1.19']
K14760,55,2.0,0.0,2,AMP-dependent synthetase/ligase,[]
K18346,235,27.0,24.0,50,Vancomycin resistance protein,[]
K18379,41,6.0,3.0,8,HpaA protein,[]
K18374,54,2.0,0.0,2,Type III secretion protein HrpB,[]
K18381,53,6.0,3.0,8,Flagellar hook-length control FliK family protein,[]
K14659,54,4.0,7.0,10,Chitooligosaccharide deacetylase,[]
K14666,55,2.0,0.0,2,N-acetylglucosaminyltransferase,[]
K10572,282,28.0,31.0,58,Inositol-pentakisphosphate 2-kinase [EC:2.7.1.158],['2.7.1.158']
K18373,88,10.0,6.0,15,Uncharacterized protein,[]
K02189,1354,110.0,152.0,261,CobE/GbiG C-terminal domain-containing protein,[]
K24528,1,,,1,Protomycinolide IV synthase 1,[]
K24559,1,,,1,Protomycinolide IV synthase 2,[]
K24560,1,,,1,Protomycinolide IV synthase 3,[]
K24561,1,,,1,Protomycinolide IV synthase 4,[]
K24562,1,,,1,Protomycinolide IV synthase 5,[]
K24529,4,,,4,Activator-dependent family glycosyltransferase,[]
K24292,2,,,2,Cytochrome P450,[]
K24530,2,,,2,Ferredoxin MycCII,[]
K24531,1,,,1,Glycosyltransferase,[]
K21540,1,,,1,Mycinamicin VI 2''-O-methyltransferase [EC:2.1.1.238],['2.1.1.238']
K21539,1,,,1,Mycinamicin III 3''-O-methyltransferase [EC:2.1.1.237],['2.1.1.237']
K24390,1,,,1,Mycinamicin IV hydroxylase/epoxidase [EC:1.14.-.-],['1.14.-.-']
K09882,743,68.0,41.0,108,Cobalamin biosynthesis protein CobS [EC:6.6.1.2],['6.6.1.2']
K18284,144,10.0,12.0,21,adenosylhomocysteine nucleosidase [EC:3.2.2.9],['3.2.2.9']
K20810,371,31.0,40.0,70,Aminodeoxyfutalosine deaminase [EC:3.5.4.-],['3.5.4.-']
K12073,137,15.0,25.0,39,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]",['3.1.2.28']
K01739,2631,192.0,370.0,561,Cystathionine gamma-synthase [EC:2.5.1.48],['2.5.1.48']
K12501,84,9.0,2.0,10,Uncharacterized protein,[]
K22305,165,16.0,16.0,31,Phosphoglycerate mutase,[]
K23304,34,2.0,0.0,2,Serine O-acetyltransferase [EC:2.3.1.30],['2.3.1.30']
K23094,176,18.0,18.0,35,"2-carboxy-1,4-naphthoquinone phytyltransferase [EC:2.5.1.130]",['2.5.1.130']
K19793,74,7.0,5.0,11,Aminotransferase [EC:2.6.1.-],['2.6.1.-']
K25528,166,12.0,11.0,22,Pyrimidine 5'-nucleotidase YjjG [EC:3.1.3.5],['3.1.3.5']
K11783,431,47.0,50.0,96,Futalosine hydrolase [EC:3.2.2.26],['3.2.2.26']
K05857,912,74.0,86.0,159,Phosphoinositide phospholipase C [EC:3.1.4.11],['3.1.4.11']
K24541,25,3.0,4.0,6,Cytochrome P450 71 family protein,[]
K23095,187,5.0,3.0,7,"2-phytyl-1,4-naphtoquinone methyltransferase [EC:2.1.1.329]",['2.1.1.329']
K17872,194,20.0,27.0,46,NADH dehydrogenase [EC:1.6.99.3],['1.6.99.3']
K00435,797,70.0,65.0,134,Coproheme decarboxylase,[]
K18303,647,53.0,62.0,114,Acr/RND family transmembrane transporter,[]
K14658,74,2.0,0.0,2,Nodulation protein A [EC:2.3.1.-],['2.3.1.-']
K18899,24,3.0,0.0,3,Efflux pump membrane transporter,[]
K18898,30,3.0,0.0,3,Multidrug transporter subunit MdtE,[]
K05895,1446,116.0,158.0,273,Cobalt-precorrin-6A reductase [EC:1.3.1.106],['1.3.1.106']
K18142,74,7.0,2.0,8,Efflux pump membrane transporter,[]
K18349,240,25.0,22.0,46,Stage 0 sporulation protein A homolog,[]
K18140,83,5.0,0.0,5,"Transcription repressor of multidrug efflux pump acrAB operon, TetR (AcrR) family",[]
K18141,79,7.0,7.0,13,Efflux RND transporter periplasmic adaptor subunit,[]
K18302,729,70.0,71.0,140,Efflux RND transporter periplasmic adaptor subunit,[]
K18353,351,30.0,30.0,59,Membrane protein,[]
K18906,38,4.0,0.0,4,MarR family transcriptional regulator,[]
K18938,4,,,4,Transcriptional regulator,[]
K18907,54,2.0,0.0,2,"Transcriptional regulator, GntR family",[]
K18131,10,1.0,10.0,10,HTH marR-type domain-containing protein,[]
K14657,217,20.0,22.0,41,Nodulation protein D 2,[]
K01077,2722,231.0,341.0,571,Alkaline phosphatase,[]
K00074,4674,345.0,579.0,923,3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157],['1.1.1.157']
K22450,147,6.0,2.0,7,(wild Malaysian banana) hypothetical protein,[]
K06914,214,25.0,16.0,40,COG1821 family protein,[]
K07144,253,26.0,28.0,53,Aspartate/glutamate/uridylate kinase,[]
K00275,3713,311.0,491.0,801,Pyridoxine/pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5],['1.4.3.5']
K09733,285,26.0,37.0,62,(5-formylfuran-3-yl)methyl phosphate synthase [EC:4.2.3.153],['4.2.3.153']
K22588,181,21.0,11.0,31,O-methyltransferase domain-containing protein,[]
K00915,407,39.0,35.0,73,Kinase [EC:2.7.-.-],['2.7.-.-']
K02113,4179,319.0,633.0,951,ATP synthase subunit delta,[]
K00913,472,44.0,53.0,96,Inositol-tetrakisphosphate 1-kinase [EC:2.7.1.134],['2.7.1.134']
K03223,317,31.0,41.0,71,"Type III secretion system protein,type III secretion apparatus protein, HrpE/YscL family,Flagellar assembly protein FliH",[]
K19077,32,3.0,0.0,3,Sensor histidine kinase GraS [EC:2.7.13.3],['2.7.13.3']
K18908,125,12.0,6.0,17,Multidrug export protein MepA,[]
K18301,861,79.0,84.0,162,Transcriptional regulator,[]
K19078,31,3.0,0.0,3,Response regulator protein GraR,[]
K00595,1543,121.0,210.0,330,Bifunctional cobalt-precorrin-7 (C(5))-methyltransferase/cobalt-precorrin-6B (C(15))-methyltransferase,[]
K07072,260,23.0,9.0,31,Putative H4MPT-linked C1 transfer pathway protein,[]
K08170,157,16.0,11.0,26,MW0079 protein,[]
K18909,184,17.0,7.0,23,Regulatory protein MarR,[]
K19079,12,3.0,1.0,3,Putative hemin import ATP-binding protein HrtA,[]
K19080,18,2.0,0.0,2,Putative hemin transport system permease protein HrtB,[]
K11782,684,54.0,70.0,123,Chorismate dehydratase [EC:4.2.1.151],['4.2.1.151']
K08168,298,27.0,8.0,34,MFS transporter,[]
K00889,1226,97.0,140.0,236,Phosphatidylinositol 4-phosphate 5-kinase [EC:2.7.1.68],['2.7.1.68']
K00149,157,6.0,4.0,9,,[]
K02626,421,45.0,21.0,65,arginine decarboxylase [EC:4.1.1.19],['4.1.1.19']
K18902,358,30.0,25.0,54,Efflux pump membrane transporter,[]
K09470,141,16.0,12.0,27,Glutamine synthetase,[]
K07690,369,40.0,28.0,67,Two-component system response regulator EvgA,[]
K08477,14,2.0,0.0,2,Protease VII (Omptin),[]
K03639,4159,306.0,540.0,845,"GTP 3',8-cyclase [EC:4.1.99.22]",['4.1.99.22']
K18933,291,29.0,7.0,35,Pyridoxal-dependent decarboxylase,[]
K18104,344,35.0,37.0,71,ABC transporter family protein,[]
K18073,45,4.0,3.0,6,Putative two-component response regulator,[]
K18072,75,7.0,0.0,7,histidine kinase [EC:2.7.13.3],['2.7.13.3']
K18285,743,68.0,77.0,144,Aminodeoxyfutalosine synthase [EC:2.5.1.120],['2.5.1.120']
K01584,626,52.0,39.0,90,Lysine decarboxylase,[]
K09473,89,9.0,0.0,9,Gamma-glutamyl-gamma-aminobutyrate hydrolase [EC:3.5.1.94],['3.5.1.94']
K01859,144,13.0,16.0,28,Chalcone-flavonone isomerase family protein,[]
K05936,1826,141.0,218.0,358,Precorrin-4 C11-methyltransferase,[]
K11784,742,68.0,64.0,131,Cyclic dehypoxanthine futalosine synthase [EC:1.21.98.1],['1.21.98.1']
K11785,689,66.0,71.0,136,"1,4-dihydroxy-6-naphtoate synthase [EC:4.1.-.-]",['4.1.-.-']
K00615,9596,723.0,1452.0,2174,Transketolase [EC:2.2.1.1],['2.2.1.1']
K13034,71,8.0,1.0,8,Cysteine synthase [EC:2.5.1.47],['2.5.1.47']
K06042,1879,148.0,219.0,366,Precorrin-8X methylmutase [EC:5.4.99.61],['5.4.99.61']
K11752,4061,299.0,567.0,865,Riboflavin biosynthesis protein RibD [EC:3.5.4.26],['3.5.4.26']
K00475,99,7.0,1.0,7,"Naringenin,2-oxoglutarate 3-dioxygenase",[]
K00660,320,32.0,29.0,60,,[]
K00641,3002,223.0,364.0,586,Homoserine O-acetyltransferase [EC:2.3.1.31],['2.3.1.31']
K05277,70,6.0,3.0,8,Leucoanthocyanidin dioxygenase-like,[]
K13082,89,5.0,0.0,5,Dihydroflavonol 4-reductase-like,[]
K17069,159,12.0,5.0,16,Bifunctional cysteine synthase/O-acetylhomoserine aminocarboxypropyltransferase,[]
K02111,4504,347.0,549.0,895,ATP synthase subunit alpha [EC:7.1.2.2],['7.1.2.2']
K01053,2178,175.0,236.0,410,SMP-30/Gluconolactonase/LRE-like region domain-containing protein,[]
K00821,4115,296.0,570.0,865,Acetylornithine/acetyl-lysine aminotransferase [EC:2.6.1.-],['2.6.1.-']
K02114,4326,350.0,586.0,935,ATP synthase epsilon chain,[]
